period,analysis_level,exclusion_dimension,excluded,subgroup_type,subgroup,quantity,n,sessions,mean,median,status
assessment,fresh_high_tail_episode,month,2025-02,phase,RE_ENTRY,post_share_of_local_range_v1,41,31,0.3923864704140471,0.4090742219730679,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,5,5,0.005037113078714709,0.003781608416755335,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-02,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,5,5,0.004744742724261508,0.004390878826520883,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-02,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,5,5,0.5172841829139464,0.535203341550862,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-02,movement_consumed_bucket,HIGH,future_absolute_10m,375,113,0.009650688945203637,0.006846460538597036,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,movement_consumed_bucket,HIGH,future_absolute_15m,375,113,0.010571257416628595,0.0074453584923936875,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-02,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,375,113,0.412907305668518,0.4151418808764786,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,phase,FIRST_ENTRY,future_absolute_10m,328,111,0.010002683837170194,0.007259605101308352,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,phase,FIRST_ENTRY,future_absolute_15m,328,111,0.011621702189922164,0.00875971915385754,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,phase,FIRST_ENTRY,post_share_of_local_range_v1,328,111,0.42444856948152354,0.4208040250071556,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-03,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-03,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-03,phase,RE_ENTRY,future_absolute_10m,44,31,0.007477181986348719,0.00528775622172032,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,phase,RE_ENTRY,future_absolute_15m,44,31,0.006437986608589699,0.004916015716441285,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,phase,RE_ENTRY,post_share_of_local_range_v1,44,31,0.40711105223086064,0.4207418810892928,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,8,8,0.006557238740566365,0.004172831496079089,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-03,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,8,8,0.008455881334414366,0.006040720517473963,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-03,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,8,8,0.548855426502512,0.5527587149623727,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-03,movement_consumed_bucket,HIGH,future_absolute_10m,364,111,0.00977312746172153,0.0069662864685486195,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,movement_consumed_bucket,HIGH,future_absolute_15m,364,111,0.011064677687904128,0.007981978214203895,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-03,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,364,111,0.4196186090002129,0.4178334357970591,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,phase,FIRST_ENTRY,future_absolute_10m,321,111,0.00972196003370774,0.007230979768950102,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,phase,FIRST_ENTRY,future_absolute_15m,321,111,0.011329871410237684,0.008173354098570796,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,phase,FIRST_ENTRY,post_share_of_local_range_v1,321,111,0.4189014947188354,0.41656487642528095,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-04,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-04,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-04,phase,RE_ENTRY,future_absolute_10m,39,31,0.006121319018381763,0.004872900737776174,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,phase,RE_ENTRY,future_absolute_15m,39,31,0.006332628889880167,0.00510339397844464,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,phase,RE_ENTRY,post_share_of_local_range_v1,39,31,0.3930563553419969,0.4117187671173877,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,6,6,0.00568623881828404,0.003976465485192641,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-04,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,6,6,0.009544059125552307,0.006040720517473963,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-04,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,6,6,0.5457547188362611,0.5355444147192093,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-04,movement_consumed_bucket,HIGH,future_absolute_10m,354,111,0.009393681298382396,0.00683169655777173,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,movement_consumed_bucket,HIGH,future_absolute_15m,354,111,0.010809595747565846,0.007334394825839157,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-04,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,354,111,0.41390409420922736,0.414740127936625,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,phase,FIRST_ENTRY,future_absolute_10m,325,110,0.010050108513614792,0.007696692630057314,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,phase,FIRST_ENTRY,future_absolute_15m,325,110,0.0116007630520624,0.009104769756165065,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,phase,FIRST_ENTRY,post_share_of_local_range_v1,325,110,0.42637715500876416,0.4229567664210402,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-05,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-05,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-05,phase,RE_ENTRY,future_absolute_10m,36,24,0.008036187305215327,0.006022329266543128,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,phase,RE_ENTRY,future_absolute_15m,36,24,0.007119925528488645,0.005587440569694661,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,phase,RE_ENTRY,post_share_of_local_range_v1,36,24,0.41537591362741455,0.4283574126472265,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,8,8,0.006557238740566365,0.004172831496079089,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-05,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,8,8,0.008455881334414366,0.006040720517473963,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-05,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,8,8,0.548855426502512,0.5527587149623727,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-05,movement_consumed_bucket,HIGH,future_absolute_10m,353,110,0.009923881303082232,0.007511063222783207,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,movement_consumed_bucket,HIGH,future_absolute_15m,353,110,0.011215065893117724,0.008441553690318035,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-05,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,353,110,0.42247950384253585,0.4215770430914057,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,phase,FIRST_ENTRY,future_absolute_10m,324,110,0.010207455102418427,0.007788186049154932,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,phase,FIRST_ENTRY,future_absolute_15m,324,110,0.01182168550289497,0.009079083775440176,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,phase,FIRST_ENTRY,post_share_of_local_range_v1,324,110,0.42169760760584973,0.4177383865819707,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-06,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-06,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-06,phase,RE_ENTRY,future_absolute_10m,43,30,0.008001863790836585,0.005512126740500805,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,phase,RE_ENTRY,future_absolute_15m,43,30,0.0071413035105359875,0.005831010279308274,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,phase,RE_ENTRY,post_share_of_local_range_v1,43,30,0.3989440912460538,0.4117187671173877,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,7,0.0069537573582536556,0.004174340438528232,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-06,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,7,0.00903659597839915,0.007690562208427044,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-06,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,7,0.5557240958507943,0.5703140883738835,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-06,movement_consumed_bucket,HIGH,future_absolute_10m,360,110,0.010007275818560467,0.007576588240423432,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,movement_consumed_bucket,HIGH,future_absolute_15m,360,110,0.011316794394561734,0.00825245463599207,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-06,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,360,110,0.41637375588033354,0.4156813593194671,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,phase,FIRST_ENTRY,future_absolute_10m,310,107,0.010002460522476159,0.007281484290675199,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,phase,FIRST_ENTRY,future_absolute_15m,310,107,0.01157787756508418,0.009003049497445464,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,phase,FIRST_ENTRY,post_share_of_local_range_v1,310,107,0.4243388414350558,0.4236059727213342,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-07,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-07,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-07,phase,RE_ENTRY,future_absolute_10m,38,26,0.008452312266430383,0.005547499292584137,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,phase,RE_ENTRY,future_absolute_15m,38,26,0.00718932196242606,0.005223632419262844,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,phase,RE_ENTRY,post_share_of_local_range_v1,38,26,0.41454158994365803,0.42600988981464094,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,7,0.007112380541977339,0.004174340438528232,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-07,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,7,0.009483924858708057,0.007690562208427044,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-07,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,7,0.5702609179844729,0.5703140883738835,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-07,movement_consumed_bucket,HIGH,future_absolute_10m,341,107,0.009889043883572207,0.006846460538597036,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,movement_consumed_bucket,HIGH,future_absolute_15m,341,107,0.011131814679581612,0.008382279689644653,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-07,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,341,107,0.42025159776197946,0.4229567664210402,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,phase,FIRST_ENTRY,future_absolute_10m,320,111,0.010030066459827396,0.007668698978984603,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,phase,FIRST_ENTRY,future_absolute_15m,320,111,0.011258955050344827,0.009106052465577216,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,phase,FIRST_ENTRY,post_share_of_local_range_v1,320,111,0.42259309258113376,0.4208040250071556,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,phase,PERSISTENT,future_absolute_10m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-08,phase,PERSISTENT,future_absolute_15m,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-08,phase,PERSISTENT,post_share_of_local_range_v1,0,0,,,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-08,phase,RE_ENTRY,future_absolute_10m,45,32,0.008062171018758614,0.005582871844667468,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,phase,RE_ENTRY,future_absolute_15m,45,32,0.00706156344593035,0.005343870860081049,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,phase,RE_ENTRY,post_share_of_local_range_v1,45,32,0.4011832311385731,0.41597748535101964,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_10m,7,7,0.007437953727604135,0.004174340438528232,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-08,movement_consumed_bucket,LOW_OR_EQUAL,future_absolute_15m,7,7,0.008565212638126842,0.004390878826520883,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-08,movement_consumed_bucket,LOW_OR_EQUAL,post_share_of_local_range_v1,7,7,0.5457899033780302,0.535203341550862,blocked_insufficient_support
assessment,fresh_high_tail_episode,month,2025-08,movement_consumed_bucket,HIGH,future_absolute_10m,358,111,0.009833389069540992,0.007259605101308352,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,movement_consumed_bucket,HIGH,future_absolute_15m,358,111,0.010784020901425481,0.008412031707332412,descriptive_support_available
assessment,fresh_high_tail_episode,month,2025-08,movement_consumed_bucket,HIGH,post_share_of_local_range_v1,358,111,0.4174930326914871,0.4175657660531348,descriptive_support_available
