# schema_version=1
# source=NASDAQ_TRADER_SYMBOL_DIRECTORY
# source_urls=https://www.nasdaqtrader.com/dynamic/SymDir/nasdaqlisted.txt,https://www.nasdaqtrader.com/dynamic/SymDir/otherlisted.txt
# retrieved_at=2026-09-02T11:33:17.375137+00:00
# nasdaq_source_updated_at=0902202607:00
# other_source_updated_at=0902202607:00
# universes=US_ALL,NASDAQ,NYSE
symbol,primary_exchange
KN,NYSE
KNDI,NASDAQ
KNF,NYSE
KNOP,NYSE
KNRX,AMEX
KNSA,NASDAQ
KNSL,NYSE
KNTK,NYSE
KNX,NYSE
KO,NYSE
KOD,NASDAQ
KODK,NYSE
KOF,NYSE
KOP,NYSE
KOPN,NASDAQ
KOS,NYSE
KOSS,NASDAQ
KOYN,NASDAQ
KOYNU,NASDAQ
KOYNW,NASDAQ
KPET,NYSE
KPET.U,NYSE
KPET.W,NYSE
KPLT,NASDAQ
KPRX,NASDAQ
KPTI,NASDAQ
KR,NYSE
KRAQ,NASDAQ
KRAQU,NASDAQ
KRAQW,NASDAQ
KRC,NYSE
KREF,NYSE
KREF$A,NYSE
KRG,NYSE
KRKR,NASDAQ
KRMD,NASDAQ
KRMN,NYSE
KRNT,NASDAQ
KRNY,NASDAQ
KRO,NYSE
KROS,NASDAQ
KRP,NYSE
KRRO,NASDAQ
KRSP,NYSE
KRSP.U,NYSE
KRSP.W,NYSE
KRT,NASDAQ
KRUS,NASDAQ
KRYS,NASDAQ
KSCP,NASDAQ
KSPI,NASDAQ
KSS,NYSE
KT,NYSE
KTB,NYSE
KTCC,NASDAQ
KTF,NYSE
KTH,NYSE
KTN,NYSE
KTOS,NASDAQ
KTTA,NASDAQ
KTTAW,NASDAQ
KTWO,NASDAQ
KTWOR,NASDAQ
KTWOU,NASDAQ
KULR,AMEX
KURA,NASDAQ
KUST,NASDAQ
KVHI,NASDAQ
KVUE,NYSE
KVYO,NYSE
KWM,NASDAQ
KWMWW,NASDAQ
KWR,NYSE
KWY,NYSE
KXIN,NASDAQ
KYIV,NASDAQ
KYIVW,NASDAQ
KYMR,NASDAQ
KYN,NYSE
KYNB,NASDAQ
KYTX,NASDAQ
KZIA,NASDAQ
L,NYSE
LAB,NASDAQ
LABT,NASDAQ
LAC,NYSE
LAD,NYSE
LADR,NYSE
LAES,NASDAQ
LAFA,NASDAQ
LAFAR,NASDAQ
LAFAU,NASDAQ
LAKE,NASDAQ
LAMR,NASDAQ
LAND,NASDAQ
LANDO,NASDAQ
LANDP,NASDAQ
LANV,NYSE
LAR,NYSE
LARK,NASDAQ
LASE,NASDAQ
LASR,NASDAQ
LATA,NASDAQ
LATAU,NASDAQ
LATAW,NASDAQ
LAUR,NASDAQ
LAW,NYSE
LAWR,NASDAQ
LAZ,NYSE
LB,NYSE
LBGJ,NASDAQ
LBRT,NYSE
LBRX,NASDAQ
LBTYA,NASDAQ
LBTYB,NASDAQ
LBTYK,NASDAQ
LCCC,NASDAQ
LCCCR,NASDAQ
LCCCU,NASDAQ
LCFY,NASDAQ
LCFYW,NASDAQ
LCID,NASDAQ
LCII,NYSE
LCLN,NYSE
LCNB,NASDAQ
LCTX,AMEX
LCUT,NASDAQ
LDI,NYSE
LDOS,NYSE
LDP,NYSE
LE,NASDAQ
LEA,NYSE
LECO,NASDAQ
LEDS,NASDAQ
LEE,NASDAQ
LEGH,NASDAQ
LEGN,NASDAQ
LEGO,AMEX
LEGO.U,AMEX
LEGO.W,AMEX
LEN,NYSE
LEN.B,NYSE
LENZ,NASDAQ
LEO,NYSE
LESL,NASDAQ
LEU,NYSE
LEVI,NYSE
LEXX,NASDAQ
LFAC,NASDAQ
LFACU,NASDAQ
LFACW,NASDAQ
LFCR,NASDAQ
LFMD,NASDAQ
LFMDP,NASDAQ
LFS,NASDAQ
LFST,NASDAQ
LFT,NYSE
LFT$A,NYSE
LFTO,NASDAQ
LFUS,NASDAQ
LFVN,NASDAQ
LFWD,NASDAQ
LGCL,NASDAQ
LGCY,AMEX
LGHL,NASDAQ
LGI,NYSE
LGIH,NASDAQ
LGL,AMEX
LGN,NASDAQ
LGND,NASDAQ
LGO,NASDAQ
LGPS,AMEX
LGVN,NASDAQ
LH,NYSE
LHAI,NASDAQ
LHSW,NASDAQ
LHX,NYSE
LI,NASDAQ
LICN,NASDAQ
LIDR,NASDAQ
LIEN,NASDAQ
LIF,NASDAQ
LIFE,NASDAQ
LII,NYSE
LILA,NASDAQ
LILAK,NASDAQ
LILAP,NASDAQ
LIME,NASDAQ
LIMN,NASDAQ
LIMNW,NASDAQ
LIN,NASDAQ
LINC,NASDAQ
LIND,NASDAQ
LINE,NASDAQ
LINK,NASDAQ
LION,NYSE
LIQT,NASDAQ
LITB,NYSE
LITE,NASDAQ
LITS,NASDAQ
LIVE,NASDAQ
LIVN,NASDAQ
LKFN,NASDAQ
LKFT,NASDAQ
LKQ,NASDAQ
LKSP,NASDAQ
LKSPR,NASDAQ
LKSPU,NASDAQ
LLY,NYSE
LLYVA,NASDAQ
LLYVK,NASDAQ
LMAT,NASDAQ
LMB,NASDAQ
LMND,NYSE
LMNR,NASDAQ
LMRI,NASDAQ
LMT,NYSE
LNAI,NASDAQ
LNC,NYSE
LNC$D,NYSE
LND,NYSE
LNG,NYSE
LNKS,NASDAQ
LNN,NYSE
LNSR,NASDAQ
LNT,NASDAQ
LNTH,NASDAQ
LNZA,NASDAQ
LNZAW,NASDAQ
LOAN,NASDAQ
LOAR,NYSE
LOB,NYSE
LOB$A,NYSE
LOBO,NASDAQ
LOCL,NYSE
LOCO,NASDAQ
LODE,AMEX
LOGI,NASDAQ
LOMA,NYSE
LONA,NASDAQ
LOOP,NASDAQ
LOPE,NASDAQ
LOT,NASDAQ
LOTWW,NASDAQ
LOVE,NASDAQ
LOW,NYSE
LPA,AMEX
LPAA,NASDAQ
LPAAU,NASDAQ
LPAAW,NASDAQ
LPBB,NASDAQ
LPBBU,NASDAQ
LPBBW,NASDAQ
LPCN,NASDAQ
LPCV,NASDAQ
LPCVU,NASDAQ
LPCVW,NASDAQ
LPG,NYSE
LPL,NYSE
LPLA,NASDAQ
LPSN,NASDAQ
LPTH,NASDAQ
LPX,NYSE
LQDA,NASDAQ
LQDT,NASDAQ
LRCX,NASDAQ
LRE,NASDAQ
LRHC,NASDAQ
LRMR,NASDAQ
LRN,NYSE
LSAK,NASDAQ
LSBK,NASDAQ
LSCC,NASDAQ
LSE,NASDAQ
LSF,AMEX
LSPD,NYSE
LSTA,NASDAQ
LSTR,NASDAQ
LTBR,NASDAQ
LTC,NYSE
LTGO,NASDAQ
LTGR,NASDAQ
LTGRU,NASDAQ
LTGRW,NASDAQ
LTH,NYSE
LTM,NYSE
LTRN,NASDAQ
LTRX,NASDAQ
LTRYW,NASDAQ
LU,NYSE
LUCD,NASDAQ
LUCK,NYSE
LUCY,NASDAQ
LUCYW,NASDAQ
LUD,AMEX
LULU,NASDAQ
LUMN,NYSE
LUNG,NASDAQ
LUNR,NASDAQ
LUV,NYSE
LUXE,NYSE
LVLU,NASDAQ
LVO,NASDAQ
LVS,NYSE
LVWR,NYSE
LVWR.W,NYSE
LW,NYSE
LWAC,NASDAQ
LWACU,NASDAQ
LWACW,NASDAQ
LWAY,NASDAQ
LWLG,NASDAQ
LX,NASDAQ
LXEH,NASDAQ
LXEO,NASDAQ
LXFR,NYSE
LXP,NYSE
LXP$C,NYSE
LXRX,NASDAQ
LXU,NYSE
LYB,NYSE
LYEL,NASDAQ
LYFT,NASDAQ
LYG,NYSE
LYNX,NYSE
LYTS,NASDAQ
LYV,NYSE
LZ,NASDAQ
LZB,NYSE
LZM,NYSE
LZM.W,NYSE
LZMH,NASDAQ
M,NYSE
MA,NYSE
MAA,NYSE
MAA$I,NYSE
MAAS,NASDAQ
MAC,NYSE
MACI,NASDAQ
MACIU,NASDAQ
MACIW,NASDAQ
MAGH,NASDAQ
MAGN,NYSE
MAIA,AMEX
MAIN,NYSE
MAIR,NYSE
MAKO,NASDAQ
MAMA,NASDAQ
MAMK,NASDAQ
MAMO,NASDAQ
MAN,NYSE
MANE,NYSE
MANH,NASDAQ
MANU,NYSE
MAR,NASDAQ
MARA,NASDAQ
MARPS,NASDAQ
MAS,NYSE
MASK,NASDAQ
MASS,NASDAQ
MAT,NASDAQ
MATH,NASDAQ
MATV,NYSE
MATW,NASDAQ
MATX,NYSE
MAX,NYSE
MAYS,NASDAQ
MAZE,NASDAQ
MB,NASDAQ
MBAI,NASDAQ
MBBC,NASDAQ
MBC,NYSE
MBGL,NYSE
MBI,NYSE
MBIN,NASDAQ
MBINL,NASDAQ
MBINM,NASDAQ
MBINN,NASDAQ
MBIO,NASDAQ
MBLY,NASDAQ
MBNKO,NASDAQ
MBOT,NASDAQ
MBRX,NASDAQ
MBUU,NASDAQ
MBVI,NASDAQ
MBVIU,NASDAQ
MBVIW,NASDAQ
MBWM,NASDAQ
MBX,NASDAQ
MC,NYSE
MCAH,NASDAQ
MCAHR,NASDAQ
MCAHU,NASDAQ
MCB,NYSE
MCBS,NASDAQ
MCD,NYSE
MCFT,NASDAQ
MCGA,NASDAQ
MCGAU,NASDAQ
MCGAW,NASDAQ
MCHB,NASDAQ
MCHP,NASDAQ
MCHPP,NASDAQ
MCHX,NASDAQ
MCI,NYSE
MCK,NYSE
MCN,NYSE
MCO,NYSE
MCRB,NASDAQ
MCRI,NASDAQ
MCRP,AMEX
MCS,NYSE
MCTA,NASDAQ
MCY,NYSE
MD,NYSE
MDA,NYSE
MDAI,NASDAQ
MDAIW,NASDAQ
MDB,NASDAQ
MDBH,NASDAQ
MDCX,NASDAQ
MDCXW,NASDAQ
MDGL,NASDAQ
MDIA,NASDAQ
MDLN,NASDAQ
MDLZ,NASDAQ
MDRR,NASDAQ
MDT,NYSE
MDU,NYSE
MDWD,NASDAQ
MDXG,NASDAQ
MDXH,NASDAQ
MEC,NYSE
MED,NYSE
MEDP,NASDAQ
MEDS,NASDAQ
MEGI,NYSE
MEGL,NASDAQ
MEI,NYSE
MELI,NASDAQ
MENS,NASDAQ
MEOH,NASDAQ
MER$K,NYSE
MERC,NASDAQ
MESH,NASDAQ
MESHU,NASDAQ
MESHW,NASDAQ
MESO,NASDAQ
MET,NYSE
MET$A,NYSE
MET$E,NYSE
MET$F,NYSE
META,NASDAQ
METC,NASDAQ
METCB,NASDAQ
METCI,NASDAQ
METCZ,NASDAQ
MEVO,NASDAQ
MEVOU,NASDAQ
MEVOW,NASDAQ
MF,NASDAQ
MFA,NYSE
MFA$B,NYSE
MFA$C,NYSE
MFAN,NYSE
MFAO,NYSE
MFC,NYSE
MFG,NYSE
MFI,NASDAQ
MFIC,NASDAQ
MFICL,NASDAQ
MFIN,NASDAQ
MFM,NYSE
MFP,NASDAQ
MG,NYSE
MGA,NYSE
MGEE,NASDAQ
MGF,NYSE
MGIH,NASDAQ
MGLD,AMEX
MGM,NYSE
MGN,NASDAQ
MGNI,NASDAQ
MGNX,NASDAQ
MGPI,NASDAQ
MGR,NYSE
MGRB,NYSE
MGRC,NASDAQ
MGRD,NYSE
MGRE,NYSE
MGRT,NASDAQ
MGRX,NASDAQ
MGTX,NASDAQ
MGX,NASDAQ
MGY,NYSE
MGYR,NASDAQ
MH,NYSE
MHD,NYSE
MHF,NYSE
MHH,AMEX
MHK,NYSE
MHLA,NYSE
MHNC,NYSE
MHO,NYSE
MI,AMEX
MIAC,NASDAQ
MIACU,NASDAQ
MIACW,NASDAQ
MIAX,NYSE
MICC,NYSE
MIDD,NASDAQ
MIMI,NASDAQ
MIN,NYSE
MIND,NASDAQ
MINE,AMEX
MIR,NYSE
MIRA,NASDAQ
MIRM,NASDAQ
MIST,NASDAQ
MITK,NASDAQ
MITN,NYSE
MITP,NYSE
MITQ,AMEX
MITT,NYSE
MITT$A,NYSE
MITT$B,NYSE
MITT$C,NYSE
MIY,NYSE
MKC,NYSE
MKC.V,NYSE
MKDW,NASDAQ
MKDWW,NASDAQ
MKL,NYSE
MKLY,NASDAQ
MKLYR,NASDAQ
MKLYU,NASDAQ
MKSI,NASDAQ
MKTW,NASDAQ
MKTX,NASDAQ
MKZR,NASDAQ
MLAA,NASDAQ
MLAAU,NASDAQ
MLAAW,NASDAQ
MLAB,NASDAQ
MLCI,NASDAQ
MLCIL,NASDAQ
MLCO,NASDAQ
MLEC,NASDAQ
MLECW,NASDAQ
MLGO,NASDAQ
MLI,NYSE
MLKN,NASDAQ
MLM,NYSE
MLP,NYSE
MLPB,ARCA
MLR,NYSE
MLSS,AMEX
MLTX,NASDAQ
MLYS,NASDAQ
MMA,AMEX
MMD,NYSE
MMED,NASDAQ
MMI,NYSE
MMLP,NASDAQ
MMM,NYSE
MMS,NYSE
MMSI,NASDAQ
MMT,NYSE
MMTX,NASDAQ
MMTXU,NASDAQ
MMTXW,NASDAQ
MMU,NYSE
MMYT,NASDAQ
MNDO,NASDAQ
MNDR,NASDAQ
MNDY,NASDAQ
MNKD,NASDAQ
MNOV,NASDAQ
MNPR,NASDAQ
MNR,NYSE
MNRO,NASDAQ
MNSB,NASDAQ
MNSBP,NASDAQ
MNSO,NYSE
MNST,NASDAQ
MNTK,NASDAQ
MNTN,NYSE
MNTS,NASDAQ
MNY,NASDAQ
MNYWW,NASDAQ
MO,NYSE
MOB,NASDAQ
MOBBW,NASDAQ
MOBI,NASDAQ
MOBX,NASDAQ
MOBXW,NASDAQ
MOD,NYSE
MODD,NASDAQ
MOG.A,NYSE
MOG.B,NYSE
MOGU,NYSE
MOH,NYSE
MOLN,NASDAQ
MOMO,NASDAQ
MORN,NASDAQ
MOS,NYSE
MOV,NYSE
MOVE,NASDAQ
MP,NYSE
MPA,NYSE
MPAA,NASDAQ
MPB,NASDAQ
MPC,NYSE
MPLT,NASDAQ
MPLX,NYSE
MPT,NYSE
MPTI,AMEX
MPU,AMEX
MPV,NYSE
MPWR,NASDAQ
MQ,NASDAQ
MQY,NYSE
MRAM,NASDAQ
MRBK,NASDAQ
MRCO,NASDAQ
MRCOU,NASDAQ
MRCOW,NASDAQ
MRCY,NASDAQ
MRDN,NASDAQ
MREO,NASDAQ
MRK,NYSE
MRKR,NASDAQ
MRLN,NASDAQ
MRM,NASDAQ
MRNA,NASDAQ
MRNO,NASDAQ
MRNOW,NASDAQ
MRP,NYSE
MRSH,NYSE
MRT,AMEX
MRTN,NASDAQ
MRVI,NASDAQ
MRVL,NASDAQ
MRX,NASDAQ
MS,NYSE
MS$A,NYSE
MS$E,NYSE
MS$F,NYSE
MS$I,NYSE
MS$K,NYSE
MS$L,NYSE
MS$O,NYSE
MS$P,NYSE
MS$Q,NYSE
MSA,NYSE
MSAI,NASDAQ
MSAIW,NASDAQ
MSB,NYSE
MSBI,NASDAQ
MSBIP,NASDAQ
MSC,NYSE
MSCI,NYSE
MSD,NYSE
MSDL,NYSE
MSEX,NASDAQ
MSFT,NASDAQ
MSGE,NYSE
MSGM,NASDAQ
MSGS,NYSE
MSGY,NASDAQ
MSI,NYSE
MSIF,NYSE
MSLE,NASDAQ
MSM,NYSE
MSN,AMEX
MSS,NASDAQ
MSTR,NASDAQ
MT,NYSE
MTA,AMEX
MTAKU,NASDAQ
MTAL,NYSE
MTAL.U,NYSE
MTAL.W,NYSE
MTB,NYSE
MTB$H,NYSE
MTB$J,NYSE
MTB$K,NYSE
MTB$L,NYSE
MTC,NASDAQ
MTCH,NASDAQ
MTD,NYSE
MTDR,NYSE
MTEK,NASDAQ
MTEKW,NASDAQ
MTEN,NASDAQ
MTEX,NASDAQ
MTG,NYSE
MTH,NYSE
MTLS,NASDAQ
MTN,NYSE
MTNB,AMEX
MTNE,NYSE
MTNE.U,NYSE
MTNE.W,NYSE
MTR,NYSE
MTRN,NYSE
MTRX,NASDAQ
MTSI,NASDAQ
MTUS,NYSE
MTVA,NASDAQ
MTW,NYSE
MTX,NYSE
MTZ,NYSE
MU,NASDAQ
MUA,NYSE
MUC,NYSE
MUFG,NYSE
MUJ,NYSE
MUR,NYSE
MUSA,NYSE
MUX,NYSE
MUZE,NASDAQ
MUZEU,NASDAQ
MUZEW,NASDAQ
MVBF,NASDAQ
MVIS,NASDAQ
MVST,NASDAQ
MWA,NYSE
MWC,NASDAQ
MWG,AMEX
MWH,NASDAQ
MWYN,NASDAQ
MX,NYSE
MXC,AMEX
MXCT,NASDAQ
MXE,NYSE
MXF,NYSE
MXL,NASDAQ
MYE,NYSE
MYFW,NASDAQ
MYGN,NASDAQ
MYI,NYSE
MYN,NYSE
MYND,AMEX
MYO,AMEX
MYPS,NASDAQ
MYRG,NASDAQ
MYSE,NASDAQ
MYSZ,NASDAQ
MYX,NASDAQ
MYXXR,NASDAQ
MYXXU,NASDAQ
MYXXW,NASDAQ
MZTI,NASDAQ
MZYX,NYSE
MZYX.U,NYSE
MZYX.W,NYSE
NA,NASDAQ
NAAS,NASDAQ
NABL,NYSE
NAC,NYSE
NAD,NYSE
NAGE,NASDAQ
NAII,NASDAQ
NAK,AMEX
NAKA,NASDAQ
NAMI,NASDAQ
NAMM,NASDAQ
NAMMW,NASDAQ
NAMS,NASDAQ
NAMSW,NASDAQ
NAN,NYSE
NAT,NYSE
NATH,NASDAQ
NATL,NYSE
NATR,NASDAQ
NAUT,NASDAQ
NAVI,NASDAQ
NAVN,NASDAQ
NAZ,NYSE
NB,NASDAQ
NBB,NYSE
NBBK,NASDAQ
NBH,AMEX
NBHC,NYSE
NBIS,NASDAQ
NBIX,NASDAQ
NBN,NASDAQ
NBP,NASDAQ
NBR,NYSE
NBRG,NASDAQ
NBRGR,NASDAQ
NBRGU,NASDAQ
NBTB,NASDAQ
NBTX,NASDAQ
NBXG,NYSE
NC,NYSE
NCA,NYSE
NCDL,NYSE
NCEL,NASDAQ
NCEW,NASDAQ
NCI,NASDAQ
NCLH,NYSE
NCMI,NASDAQ
NCNA,NASDAQ
NCNO,NASDAQ
NCO,NASDAQ
NCOOR,NASDAQ
NCOOU,NASDAQ
NCOOW,NASDAQ
NCPL,NASDAQ
NCPLW,NASDAQ
NCRA,NASDAQ
NCT,NASDAQ
NCTY,NASDAQ
NCV,NYSE
NCV$A,NYSE
NCZ,NYSE
NCZ$A,NYSE
NDAQ,NASDAQ
NDLS,NASDAQ
NDMO,NYSE
NDRA,NASDAQ
NDSN,NASDAQ
NE,NYSE
NE.A,NYSE
NE.W,NYSE
NEA,NYSE
NECB,NASDAQ
NEE,NYSE
NEE$N,NYSE
NEE$S,NYSE
NEE$T,NYSE
NEE$U,NYSE
NEE$V,NYSE
NEE$W,NYSE
NEGG,NASDAQ
NEM,NYSE
NEN,AMEX
NEO,NASDAQ
NEOG,NASDAQ
NEON,NASDAQ
NEOV,NASDAQ
NEOVW,NASDAQ
NEPH,NASDAQ
NERV,NASDAQ
NESR,NASDAQ
NET,NYSE
NEU,NYSE
NEUP,NASDAQ
NEWP,AMEX
NEWT,NASDAQ
NEWTG,NASDAQ
NEWTH,NASDAQ
NEWTI,NASDAQ
NEWTO,NASDAQ
NEWTP,NASDAQ
NEXA,NYSE
NEXM,NASDAQ
NEXN,NASDAQ
NEXR,NASDAQ
NEXRW,NASDAQ
NEXT,NASDAQ
NFE,NASDAQ
NFG,NYSE
NFGC,AMEX
NFJ,NYSE
NFLX,NASDAQ
NG,AMEX
NGEN,NASDAQ
NGG,NYSE
NGL,NYSE
NGL$B,NYSE
NGL$C,NYSE
NGNE,NASDAQ
NGS,NYSE
NGVC,NYSE
NGVT,NYSE
NHC,AMEX
NHI,NYSE
NHIC,NASDAQ
NHICU,NASDAQ
NHICW,NASDAQ
NHIV,NASDAQ
NHIVU,NASDAQ
NHIVW,NASDAQ
NHP,NASDAQ
NHPAP,NASDAQ
NHPBP,NASDAQ
NHS,AMEX
NHTC,NASDAQ
NI,NYSE
NIC,NYSE
NICE,NASDAQ
NICM,NASDAQ
NIE,NYSE
NIKI,NASDAQ
NIM,NYSE
NINE,AMEX
NIO,NYSE
NIOBW,NASDAQ
NIPG,NASDAQ
NIQ,NYSE
NIU,NASDAQ
NIVF,NASDAQ
NIVFW,NASDAQ
NIXX,NASDAQ
NJR,NYSE
NKE,NYSE
NKLR,NASDAQ
NKSH,NASDAQ
NKTR,NASDAQ
NKTX,NASDAQ
NKX,NYSE
NL,NYSE
NLOP,NYSE
NLY,NYSE
NLY$F,NYSE
NLY$G,NYSE
NLY$I,NYSE
NLY$J,NYSE
NMAD,NASDAQ
NMAI,NYSE
NMAX,NYSE
NMCO,NYSE
NMFC,NASDAQ
NMFCZ,NASDAQ
NMG,NYSE
NMI,NYSE
NMIH,NASDAQ
NML,AMEX
NMM,NYSE
NMP,NASDAQ
NMPAR,NASDAQ
NMPAU,NASDAQ
NMR,NYSE
NMRA,NASDAQ
NMRK,NASDAQ
NMS,NYSE
NMT,NYSE
NMTC,NASDAQ
NMZ,NYSE
NN,NASDAQ
NNBR,NASDAQ
NNDM,NASDAQ
NNE,NASDAQ
NNI,NYSE
NNN,NYSE
NNNN,NASDAQ
NNOX,NASDAQ
NNVC,AMEX
NNY,NYSE
NOA,NYSE
NOAH,NYSE
NOC,NYSE
NODK,NASDAQ
NOEM,NASDAQ
NOEMR,NASDAQ
NOEMU,NASDAQ
NOEMW,NASDAQ
NOG,NYSE
NOK,NYSE
NOMA,NASDAQ
NOMD,NYSE
NOV,NYSE
NOVT,NASDAQ
NOVTU,NASDAQ
NOW,NYSE
NP,NYSE
NPAC,NASDAQ
NPACU,NASDAQ
NPACW,NASDAQ
NPB,NYSE
NPCE,NASDAQ
NPCT,NYSE
NPFD,NYSE
NPK,NYSE
NPKI,NYSE
NPO,NYSE
NPT,NASDAQ
NPV,NYSE
NPWR,NYSE
NPWR.W,NYSE
NRC,NASDAQ
NRDS,NASDAQ
NRDY,NYSE
NREF,NYSE
NREF$A,NYSE
NRG,NYSE
NRGV,NYSE
NRIM,NASDAQ
NRIX,NASDAQ
NRK,NYSE
NRO,AMEX
NRP,NYSE
NRSN,NASDAQ
NRSNW,NASDAQ
NRT,NYSE
NRUC,NYSE
NRXP,NASDAQ
NRXS,AMEX
NSAIU,NASDAQ
NSC,NYSE
NSIT,NASDAQ
NSLR,NASDAQ
NSLRL,NASDAQ
NSP,NYSE
NSPR,NASDAQ
NSRX,AMEX
NSSC,NASDAQ
NSTS,NASDAQ
NSYS,NASDAQ
NTAP,NASDAQ
NTB,NYSE
NTCL,NASDAQ
NTCT,NASDAQ
NTES,NASDAQ
NTGR,NASDAQ
NTHI,NASDAQ
NTIC,NASDAQ
NTIP,AMEX
NTLA,NASDAQ
NTNX,NASDAQ
NTR,NYSE
NTRA,NASDAQ
NTRB,NASDAQ
NTRBW,NASDAQ
NTRP,NASDAQ
NTRS,NASDAQ
NTRSO,NASDAQ
NTSK,NASDAQ
NTST,NYSE
NTWK,NASDAQ
NTWO,NASDAQ
NTWOU,NASDAQ
NTWOW,NASDAQ
NU,NYSE
NUAI,NASDAQ
NUAIW,NASDAQ
NUCL,NASDAQ
NUCLW,NASDAQ
NUE,NYSE
NUR,NASDAQ
NUS,NYSE
NUTX,NASDAQ
NUV,NYSE
NUVB,NYSE
NUW,NYSE
NUWE,NASDAQ
NVA,AMEX
NVA.W,AMEX
NVAX,NASDAQ
NVCR,NASDAQ
NVCT,NASDAQ
NVDA,NASDAQ
NVEC,NASDAQ
NVG,NYSE
NVGS,NYSE
NVMI,NASDAQ
NVNI,NASDAQ
NVNIW,NASDAQ
NVNO,NASDAQ
NVO,NYSE
NVR,NYSE
NVRI,NYSE
NVS,NYSE
NVST,NYSE
NVT,NYSE
NVTS,NASDAQ
NVX,NASDAQ
NWAX,NYSE
NWAX.U,NYSE
NWAX.W,NYSE
NWBI,NASDAQ
NWE,NASDAQ
NWFL,NASDAQ
NWG,NYSE
NWGL,NASDAQ
NWL,NASDAQ
NWN,NYSE
NWPX,NASDAQ
NWS,NASDAQ
NWSA,NASDAQ
NWTG,NASDAQ
NX,NYSE
NXB,AMEX
NXDR,NYSE
NXDT,NYSE
NXDT$A,NYSE
NXE,NYSE
NXG,NYSE
NXGL,NASDAQ
NXGLW,NASDAQ
NXH,NASDAQ
NXL,NASDAQ
NXP,NYSE
NXPI,NASDAQ
NXPL,NASDAQ
NXRT,NYSE
NXST,NASDAQ
NXT,NASDAQ
NXTC,NASDAQ
NXTS,NASDAQ
NXTT,NASDAQ
NXXT,NASDAQ
NYAX,NASDAQ
NYC,NYSE
NYT,NYSE
NYXH,NASDAQ
NZF,NYSE
O,NYSE
OABI,NASDAQ
OABIW,NASDAQ
OACC,NASDAQ
OACCU,NASDAQ
OACCW,NASDAQ
OAK$A,NYSE
OAK$B,NYSE
OBA,NASDAQ
OBAI,NASDAQ
OBAWU,NASDAQ
OBAWW,NASDAQ
OBDC,NYSE
OBE,AMEX
OBIO,NASDAQ
OBK,NYSE
OBT,NASDAQ
OBX,NASDAQ
OC,NYSE
OCAC,NYSE
OCAC.R,NYSE
OCAC.U,NYSE
OCAC.W,NYSE
OCC,NASDAQ
OCCI,NASDAQ
OCCIM,NASDAQ
OCCIN,NASDAQ
OCFC,NASDAQ
OCG,NASDAQ
OCGN,NASDAQ
OCLTU,NASDAQ
OCS,NASDAQ
OCSAW,NASDAQ
OCSL,NASDAQ
OCTV,NASDAQ
OCUL,NASDAQ
ODC,NYSE
ODD,NASDAQ
ODFL,NASDAQ
ODTX,NASDAQ
ODYS,NASDAQ
OEC,NYSE
OESX,NASDAQ
OFAL,NASDAQ
OFG,NYSE
OFIX,NASDAQ
OFLX,NASDAQ
OFRM,NYSE
OFS,NASDAQ
OFSSH,NASDAQ
OFSSO,NASDAQ
OGC,NYSE
OGCP,ARCA
OGE,NYSE
OGEN,AMEX
OGG,NYSE
OGGWZ,NASDAQ
OGI,NASDAQ
OGN,NYSE
OGS,NYSE
OHAC,NASDAQ
OHACR,NASDAQ
OHACU,NASDAQ
OHI,NYSE
OI,NYSE
OIA,NYSE
OII,NYSE
OIM,NASDAQ
OIMAU,NASDAQ
OIMAW,NASDAQ
OIO,NASDAQ
OIOWW,NASDAQ
OIS,NYSE
OKE,NYSE
OKLO,NYSE
OKTA,NASDAQ
OKUR,NASDAQ
OKYO,NASDAQ
OLB,NASDAQ
OLED,NASDAQ
OLLI,NASDAQ
OLMA,NASDAQ
OLN,NYSE
OLOX,NASDAQ
OLP,NYSE
OM,NASDAQ
OMAB,NASDAQ
OMC,NYSE
OMCL,NASDAQ
OMDA,NASDAQ
OMER,NASDAQ
OMEX,NASDAQ
OMF,NYSE
OMH,NASDAQ
OMSE,NASDAQ
ON,NASDAQ
ONB,NASDAQ
ONBPO,NASDAQ
ONBPP,NASDAQ
ONC,NASDAQ
ONCH,NASDAQ
ONCHU,NASDAQ
ONCHW,NASDAQ
ONCO,NASDAQ
ONCY,NASDAQ
ONDS,NASDAQ
ONEG,NASDAQ
ONEW,NASDAQ
ONFO,NASDAQ
ONFOW,NASDAQ
ONIT,NYSE
ONL,NYSE
ONMD,NASDAQ
ONMDW,NASDAQ
ONON,NYSE
ONT,NYSE
ONTO,NYSE
OOMA,NYSE
OPAD,NASDAQ
OPAL,NASDAQ
OPBK,NASDAQ
OPCH,NASDAQ
OPEN,NASDAQ
OPENL,NASDAQ
OPENW,NASDAQ
OPENZ,NASDAQ
OPFI,NYSE
OPHC,AMEX
OPI,NASDAQ
OPK,NASDAQ
OPLN,NYSE
OPP,NYSE
OPP$A,NYSE
OPP$B,NYSE
OPP$C,AMEX
OPRA,NASDAQ
OPRT,NASDAQ
OPRX,NASDAQ
OPTH,NASDAQ
OPTT,AMEX
OPTU,NYSE
OPTX,NASDAQ
OPTXW,NASDAQ
OPXS,NASDAQ
OPY,NYSE
OR,NYSE
ORA,NYSE
ORBS,NASDAQ
ORC,NYSE
ORCL,NYSE
ORCL$D,NYSE
